PAW protein_summary_9 results file
written: Sun Apr 21 17:32:22 2019

 	=subtotal(109,B6:B691)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
439.02	1	sp|Q71DI3|H32_HUMAN	redundant	11.8	136	15388	Histone H3.2 OS=Homo sapiens OX=9606 GN=HIST2H3D PE=1 SV=3	7	1	0.143	4	3	1	0	1.750	0.000	sp|P68431|H31_HUMAN, sp|P84243|H33_HUMAN
440.0	1	sp|P68871|HBB_HUMAN	 	52.4	147	15998	Hemoglobin subunit beta OS=Homo sapiens OX=9606 GN=HBB PE=1 SV=2	24	14	0.583	13	11	9	5	12.600	11.000	sp|P02042|HBD_HUMAN, sp|P68871|HBB_HUMAN
441.0	1	sp|P69849|NOMO3_HUMAN	 	1.5	1222	134132	Nodal modulator 3 OS=Homo sapiens OX=9606 GN=NOMO3 PE=3 SV=2	3	3	1.000	2	1	2	1	2.000	1.000	 
441.01	1	sp|Q15155|NOMO1_HUMAN	redundant	1.5	1222	134322	Nodal modulator 1 OS=Homo sapiens OX=9606 GN=NOMO1 PE=1 SV=5	3	3	1.000	2	1	2	1	2.000	1.000	 
441.02	1	sp|Q5JPE7|NOMO2_HUMAN	redundant	1.4	1267	139437	Nodal modulator 2 OS=Homo sapiens OX=9606 GN=NOMO2 PE=1 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	 
442.0	1	sp|P69905|HBA_HUMAN	 	16.9	142	15257	Hemoglobin subunit alpha OS=Homo sapiens OX=9606 GN=HBA2 PE=1 SV=2	12	12	1.000	7	5	7	5	7.000	5.000	 
443.0	1	sp|P78324|SHPS1_HUMAN	 	11.1	504	54966	Tyrosine-protein phosphatase non-receptor type substrate 1 OS=Homo sapiens OX=9606 GN=SIRPA PE=1 SV=2	9	9	1.000	5	4	5	4	5.000	4.000	 
444.0	1	sp|P78385|KRT83_HUMAN	 	27.4	493	54195	Keratin, type II cuticular Hb3 OS=Homo sapiens OX=9606 GN=KRT83 PE=1 SV=2	62	0	0.000	44	18	0	0	0.000	3.367	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, CONT_173|gi|1903218|gnl|PID|e255345, CONT_176|gi|2119206|pir||S34165, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P13647|K2C5_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P78385|KRT83_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q6KB66|K2C80_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
445.0	1	sp|P78417|GSTO1_HUMAN	 	9.5	241	27566	Glutathione S-transferase omega-1 OS=Homo sapiens OX=9606 GN=GSTO1 PE=1 SV=2	4	4	1.000	2	2	2	2	2.000	2.000	 
446.0	1	sp|P78509|RELN_HUMAN	 	0.7	3460	388383	Reelin OS=Homo sapiens OX=9606 GN=RELN PE=1 SV=3	3	3	1.000	2	1	2	1	2.000	1.000	 
447.0	1	sp|P80108|PHLD_HUMAN	 	24.0	840	92335	Phosphatidylinositol-glycan-specific phospholipase D OS=Homo sapiens OX=9606 GN=GPLD1 PE=1 SV=3	81	81	1.000	42	39	42	39	42.000	39.000	 
448.0	1	sp|P80723|BASP1_HUMAN	 	76.7	227	22693	Brain acid soluble protein 1 OS=Homo sapiens OX=9606 GN=BASP1 PE=1 SV=2	17	17	1.000	9	8	9	8	9.000	8.000	 
449.0	1	sp|P81605|DCD_HUMAN	 	53.6	110	11284	Dermcidin OS=Homo sapiens OX=9606 GN=DCD PE=1 SV=2	49	49	1.000	23	26	23	26	23.000	26.000	 
450.0	1	sp|P84243|H33_HUMAN	 	11.8	136	15328	Histone H3.3 OS=Homo sapiens OX=9606 GN=H3F3B PE=1 SV=2	11	5	0.455	6	5	3	2	5.250	5.000	sp|P68431|H31_HUMAN, sp|P84243|H33_HUMAN
451.0	1	sp|P98160|PGBM_HUMAN	 	4.6	4391	468825	Basement membrane-specific heparan sulfate proteoglycan core protein OS=Homo sapiens OX=9606 GN=HSPG2 PE=1 SV=4	36	36	1.000	16	20	16	20	16.000	20.000	 
452.0	1	sp|Q01459|DIAC_HUMAN	 	6.0	385	43759	Di-N-acetylchitobiase OS=Homo sapiens OX=9606 GN=CTBS PE=1 SV=1	9	9	1.000	4	5	4	5	4.000	5.000	 
453.0	1	sp|Q01469|FABP5_HUMAN	 	7.4	135	15164	Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=3	6	6	1.000	3	3	3	3	3.000	3.000	 
454.0	1	sp|Q01518|CAP1_HUMAN	 	6.1	475	51901	Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=5	5	5	1.000	1	4	1	4	1.000	4.000	 
455.0	1	sp|Q01546|K22O_HUMAN	 	11.6	638	65840	Keratin, type II cytoskeletal 2 oral OS=Homo sapiens OX=9606 GN=KRT76 PE=1 SV=2	151	0	0.000	93	58	0	0	0.000	0.000	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, CONT_173|gi|1903218|gnl|PID|e255345, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P13647|K2C5_HUMAN, sp|P35908|K22E_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P78385|KRT83_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
456.0	1	sp|Q02413|DSG1_HUMAN	 	16.4	1049	113746	Desmoglein-1 OS=Homo sapiens OX=9606 GN=DSG1 PE=1 SV=2	48	48	1.000	33	15	33	15	33.000	15.000	 
457.0	1	sp|Q02487|DSC2_HUMAN	 	2.7	901	99961	Desmocollin-2 OS=Homo sapiens OX=9606 GN=DSC2 PE=1 SV=1	5	5	1.000	1	4	1	4	1.000	4.000	 
458.0	1	sp|Q02985|FHR3_HUMAN	 	18.5	330	37323	Complement factor H-related protein 3 OS=Homo sapiens OX=9606 GN=CFHR3 PE=1 SV=2	16	4	0.250	7	9	2	2	4.005	4.676	sp|P08603|CFAH_HUMAN, sp|Q02985|FHR3_HUMAN, sp|Q92496|FHR4_HUMAN
459.0	1	sp|Q03591|FHR1_HUMAN	 	45.5	330	37650	Complement factor H-related protein 1 OS=Homo sapiens OX=9606 GN=CFHR1 PE=1 SV=2	296	18	0.061	163	133	12	6	27.711	17.328	sp|P08603|CFAH_HUMAN, sp|P36980|FHR2_HUMAN, sp|Q03591|FHR1_HUMAN, sp|Q9BXR6|FHR5_HUMAN
460.0	1	sp|Q04721|NOTC2_HUMAN	 	1.1	2471	265403	Neurogenic locus notch homolog protein 2 OS=Homo sapiens OX=9606 GN=NOTCH2 PE=1 SV=3	2	2	1.000	2	0	2	0	2.000	0.000	 
461.0	1	sp|Q04756|HGFA_HUMAN	 	25.0	655	70681	Hepatocyte growth factor activator OS=Homo sapiens OX=9606 GN=HGFAC PE=1 SV=1	60	60	1.000	38	22	38	22	38.000	22.000	 
462.0	1	sp|Q06033|ITIH3_HUMAN	 	33.4	890	99848	Inter-alpha-trypsin inhibitor heavy chain H3 OS=Homo sapiens OX=9606 GN=ITIH3 PE=1 SV=2	240	240	1.000	121	119	121	119	121.000	119.000	 
463.0	1	sp|Q06481|APLP2_HUMAN	 	2.2	763	86955	Amyloid-like protein 2 OS=Homo sapiens OX=9606 GN=APLP2 PE=1 SV=2	3	1	0.333	2	1	1	0	1.333	0.000	sp|P05067|A4_HUMAN, sp|Q06481|APLP2_HUMAN
464.0	1	sp|Q06830|PRDX1_HUMAN	 	34.7	199	22110	Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1	21	18	0.857	12	9	10	8	10.833	8.421	sp|P32119|PRDX2_HUMAN, sp|Q06830|PRDX1_HUMAN
465.0	1	sp|Q07075|AMPE_HUMAN	 	3.8	957	109243	Glutamyl aminopeptidase OS=Homo sapiens OX=9606 GN=ENPEP PE=1 SV=3	6	6	1.000	2	4	2	4	2.000	4.000	 
466.0	1	sp|Q07954|LRP1_HUMAN	 	3.0	4544	504602	Prolow-density lipoprotein receptor-related protein 1 OS=Homo sapiens OX=9606 GN=LRP1 PE=1 SV=2	24	23	0.958	14	10	14	9	14.000	10.000	sp|Q07954|LRP1_HUMAN, sp|Q9NZR2|LRP1B_HUMAN
467.0	1	sp|Q08188|TGM3_HUMAN	 	14.3	693	76631	Protein-glutamine gamma-glutamyltransferase E OS=Homo sapiens OX=9606 GN=TGM3 PE=1 SV=4	22	22	1.000	15	7	15	7	15.000	7.000	 
468.0	1	sp|Q08380|LG3BP_HUMAN	 	26.3	585	65330	Galectin-3-binding protein OS=Homo sapiens OX=9606 GN=LGALS3BP PE=1 SV=1	69	69	1.000	30	39	30	39	30.000	39.000	 
469.0	1	sp|Q08554|DSC1_HUMAN	 	8.3	894	99986	Desmocollin-1 OS=Homo sapiens OX=9606 GN=DSC1 PE=1 SV=2	23	23	1.000	12	11	12	11	12.000	11.000	 
470.0	1	sp|Q08830|FGL1_HUMAN	 	9.6	312	36379	Fibrinogen-like protein 1 OS=Homo sapiens OX=9606 GN=FGL1 PE=1 SV=3	4	4	1.000	3	1	3	1	3.000	1.000	 
471.0	1	sp|Q09328|MGT5A_HUMAN	 	2.3	741	84542	Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A OS=Homo sapiens OX=9606 GN=MGAT5 PE=1 SV=1	2	2	1.000	2	0	2	0	2.000	0.000	 
472.0	1	sp|Q09666|AHNK_HUMAN	 	3.7	5890	629094	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2	5	5	1.000	4	1	4	1	4.000	1.000	 
473.0	1	sp|Q10588|BST1_HUMAN	 	4.7	318	35724	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 OS=Homo sapiens OX=9606 GN=BST1 PE=1 SV=2	6	6	1.000	5	1	5	1	5.000	1.000	 
474.0	1	sp|Q12805|FBLN3_HUMAN	 	19.1	493	54640	EGF-containing fibulin-like extracellular matrix protein 1 OS=Homo sapiens OX=9606 GN=EFEMP1 PE=1 SV=2	30	30	1.000	17	13	17	13	17.000	13.000	 
475.0	1	sp|Q12841|FSTL1_HUMAN	 	19.5	308	34985	Follistatin-related protein 1 OS=Homo sapiens OX=9606 GN=FSTL1 PE=1 SV=1	14	14	1.000	8	6	8	6	8.000	6.000	 
476.0	1	sp|Q12860|CNTN1_HUMAN	 	13.1	1018	113319	Contactin-1 OS=Homo sapiens OX=9606 GN=CNTN1 PE=1 SV=1	27	27	1.000	13	14	13	14	13.000	14.000	 
477.0	1	sp|Q12884|SEPR_HUMAN	 	5.9	760	87711	Prolyl endopeptidase FAP OS=Homo sapiens OX=9606 GN=FAP PE=1 SV=5	19	9	0.474	9	10	5	4	5.114	4.130	sp|P10643|CO7_HUMAN, sp|Q12884|SEPR_HUMAN
478.0	1	sp|Q12913|PTPRJ_HUMAN	 	8.4	1337	145940	Receptor-type tyrosine-protein phosphatase eta OS=Homo sapiens OX=9606 GN=PTPRJ PE=1 SV=3	20	20	1.000	11	9	11	9	11.000	9.000	 
479.0	1	sp|Q13093|PAFA_HUMAN	 	12.2	441	50077	Platelet-activating factor acetylhydrolase OS=Homo sapiens OX=9606 GN=PLA2G7 PE=1 SV=1	17	17	1.000	10	7	10	7	10.000	7.000	 
480.0	1	sp|Q13103|SPP24_HUMAN	 	16.1	211	24337	Secreted phosphoprotein 24 OS=Homo sapiens OX=9606 GN=SPP2 PE=1 SV=1	17	17	1.000	7	10	7	10	7.000	10.000	 
481.0	1	sp|Q13156|RFA4_HUMAN	 	2.7	261	28868	Replication protein A 30 kDa subunit OS=Homo sapiens OX=9606 GN=RPA4 PE=1 SV=2	15	15	1.000	10	5	10	5	10.000	5.000	 
482.0	1	sp|Q13201|MMRN1_HUMAN	 	3.3	1228	138109	Multimerin-1 OS=Homo sapiens OX=9606 GN=MMRN1 PE=1 SV=3	12	12	1.000	5	7	5	7	5.000	7.000	 
483.0	1	sp|Q13228|SBP1_HUMAN	 	4.7	472	52390	Methanethiol oxidase OS=Homo sapiens OX=9606 GN=SELENBP1 PE=1 SV=2	4	4	1.000	3	1	3	1	3.000	1.000	 
484.0	1	sp|Q13449|LSAMP_HUMAN	 	6.2	338	37393	Limbic system-associated membrane protein OS=Homo sapiens OX=9606 GN=LSAMP PE=1 SV=2	7	7	1.000	4	3	4	3	4.000	3.000	 
485.0	1	sp|Q13477|MADCA_HUMAN	 	6.3	382	40155	Mucosal addressin cell adhesion molecule 1 OS=Homo sapiens OX=9606 GN=MADCAM1 PE=1 SV=2	4	4	1.000	3	1	3	1	3.000	1.000	 
486.0	1	sp|Q13508|NAR3_HUMAN	 	12.1	389	43923	Ecto-ADP-ribosyltransferase 3 OS=Homo sapiens OX=9606 GN=ART3 PE=1 SV=2	11	11	1.000	4	7	4	7	4.000	7.000	 
487.0	1	sp|Q13740|CD166_HUMAN	 	5.7	583	65102	CD166 antigen OS=Homo sapiens OX=9606 GN=ALCAM PE=1 SV=2	8	8	1.000	4	4	4	4	4.000	4.000	 
488.0	1	sp|Q13790|APOF_HUMAN	 	11.7	326	35399	Apolipoprotein F OS=Homo sapiens OX=9606 GN=APOF PE=1 SV=2	10	10	1.000	5	5	5	5	5.000	5.000	 
489.0	1	sp|Q13822|ENPP2_HUMAN	 	4.5	863	98993	Ectonucleotide pyrophosphatase/phosphodiesterase family member 2 OS=Homo sapiens OX=9606 GN=ENPP2 PE=1 SV=3	16	16	1.000	10	6	10	6	10.000	6.000	 
490.0	1	sp|Q13835|PKP1_HUMAN	 	6.0	747	82860	Plakophilin-1 OS=Homo sapiens OX=9606 GN=PKP1 PE=1 SV=2	18	18	1.000	10	8	10	8	10.000	8.000	 
491.0	1	sp|Q13867|BLMH_HUMAN	 	10.8	455	52562	Bleomycin hydrolase OS=Homo sapiens OX=9606 GN=BLMH PE=1 SV=1	10	10	1.000	8	2	8	2	8.000	2.000	 
492.0	1	sp|Q14126|DSG2_HUMAN	 	5.6	1118	122292	Desmoglein-2 OS=Homo sapiens OX=9606 GN=DSG2 PE=1 SV=2	11	11	1.000	4	7	4	7	4.000	7.000	 
493.0	1	sp|Q14515|SPRL1_HUMAN	 	18.8	664	75207	SPARC-like protein 1 OS=Homo sapiens OX=9606 GN=SPARCL1 PE=1 SV=2	29	29	1.000	16	13	16	13	16.000	13.000	 
494.0	1	sp|Q14520|HABP2_HUMAN	 	36.6	560	62671	Hyaluronan-binding protein 2 OS=Homo sapiens OX=9606 GN=HABP2 PE=1 SV=1	101	101	1.000	54	47	54	47	54.000	47.000	 
495.0	1	sp|Q14525|KT33B_HUMAN	 	20.5	404	46213	Keratin, type I cuticular Ha3-II OS=Homo sapiens OX=9606 GN=KRT33B PE=1 SV=3	24	1	0.042	18	6	1	0	2.862	0.333	CONT_050|gi|280816|pir||A37343, CONT_060|gi|542923|pir||S37780, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_123|gi|125091|sp|P25690|K1M2_SHEEP, CONT_138|gi|71531|pir||KRSHL1, CONT_156|gi|1363944|pir||JC4313, CONT_167|gi|1668744|gnl|PID|e195475, sp|O76009|KT33A_HUMAN, sp|O76013|KRT36_HUMAN, sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN, sp|P02533|K1C14_HUMAN, sp|P13646|K1C13_HUMAN, sp|Q14525|KT33B_HUMAN, sp|Q14532|K1H2_HUMAN, sp|Q15323|K1H1_HUMAN, sp|Q6A162|K1C40_HUMAN, sp|Q9C075|K1C23_HUMAN
496.0	1	sp|Q14532|K1H2_HUMAN	 	10.7	448	50343	Keratin, type I cuticular Ha2 OS=Homo sapiens OX=9606 GN=KRT32 PE=2 SV=3	18	0	0.000	14	4	0	0	0.000	0.000	CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_123|gi|125091|sp|P25690|K1M2_SHEEP, CONT_138|gi|71531|pir||KRSHL1, CONT_156|gi|1363944|pir||JC4313, CONT_167|gi|1668744|gnl|PID|e195475, sp|O76009|KT33A_HUMAN, sp|O76013|KRT36_HUMAN, sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN, sp|P02533|K1C14_HUMAN, sp|P13646|K1C13_HUMAN, sp|Q14525|KT33B_HUMAN, sp|Q14532|K1H2_HUMAN, sp|Q15323|K1H1_HUMAN, sp|Q6A162|K1C40_HUMAN
497.0	1	sp|Q14574|DSC3_HUMAN	 	4.5	896	99968	Desmocollin-3 OS=Homo sapiens OX=9606 GN=DSC3 PE=1 SV=3	4	4	1.000	3	1	3	1	3.000	1.000	 
498.0	1	sp|Q14624|ITIH4_HUMAN	 	64.0	930	103356	Inter-alpha-trypsin inhibitor heavy chain H4 OS=Homo sapiens OX=9606 GN=ITIH4 PE=1 SV=4	1051	1051	1.000	546	505	546	505	546.000	505.000	 
499.0	1	sp|Q14697|GANAB_HUMAN	 	6.7	944	106873	Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=3	12	12	1.000	3	9	3	9	3.000	9.000	 
500.0	1	sp|Q14766|LTBP1_HUMAN	 	3.5	1721	186795	Latent-transforming growth factor beta-binding protein 1 OS=Homo sapiens OX=9606 GN=LTBP1 PE=1 SV=4	6	6	1.000	5	1	5	1	5.000	1.000	 
501.0	1	sp|Q14956|GPNMB_HUMAN	 	3.3	572	63922	Transmembrane glycoprotein NMB OS=Homo sapiens OX=9606 GN=GPNMB PE=1 SV=2	5	5	1.000	3	2	3	2	3.000	2.000	 
502.0	1	sp|Q14CN4|K2C72_HUMAN	 	10.6	511	55877	Keratin, type II cytoskeletal 72 OS=Homo sapiens OX=9606 GN=KRT72 PE=1 SV=2	54	0	0.000	28	26	0	0	2.786	0.900	CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_102|gi|88044|pir||S01068, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, sp|O95678|K2C75_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P13647|K2C5_HUMAN, sp|P35908|K22E_HUMAN, sp|P48668|K2C6C_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q9NSB2|KRT84_HUMAN
503.0	1	sp|Q15063|POSTN_HUMAN	 	5.5	836	93313	Periostin OS=Homo sapiens OX=9606 GN=POSTN PE=1 SV=2	9	9	1.000	5	4	5	4	5.000	4.000	 
504.0	1	sp|Q15084|PDIA6_HUMAN	 	4.3	440	48121	Protein disulfide-isomerase A6 OS=Homo sapiens OX=9606 GN=PDIA6 PE=1 SV=1	2	2	1.000	0	2	0	2	0.000	2.000	 
505.0	1	sp|Q15113|PCOC1_HUMAN	 	13.1	449	47972	Procollagen C-endopeptidase enhancer 1 OS=Homo sapiens OX=9606 GN=PCOLCE PE=1 SV=2	16	16	1.000	7	9	7	9	7.000	9.000	 
506.0	1	sp|Q15166|PON3_HUMAN	 	34.7	354	39607	Serum paraoxonase/lactonase 3 OS=Homo sapiens OX=9606 GN=PON3 PE=1 SV=3	58	36	0.621	35	23	24	12	26.640	13.535	sp|P27169|PON1_HUMAN, sp|Q15166|PON3_HUMAN
507.0	1	sp|Q15323|K1H1_HUMAN	 	26.0	416	47237	Keratin, type I cuticular Ha1 OS=Homo sapiens OX=9606 GN=KRT31 PE=1 SV=3	26	1	0.038	20	6	0	1	0.000	2.014	CONT_050|gi|280816|pir||A37343, CONT_060|gi|542923|pir||S37780, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_123|gi|125091|sp|P25690|K1M2_SHEEP, CONT_138|gi|71531|pir||KRSHL1, CONT_156|gi|1363944|pir||JC4313, CONT_167|gi|1668744|gnl|PID|e195475, sp|O76009|KT33A_HUMAN, sp|O76013|KRT36_HUMAN, sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN, sp|P02533|K1C14_HUMAN, sp|P13646|K1C13_HUMAN, sp|Q14525|KT33B_HUMAN, sp|Q14532|K1H2_HUMAN, sp|Q15323|K1H1_HUMAN, sp|Q6A162|K1C40_HUMAN, sp|Q9C075|K1C23_HUMAN
508.0	1	sp|Q15485|FCN2_HUMAN	 	18.2	313	34001	Ficolin-2 OS=Homo sapiens OX=9606 GN=FCN2 PE=1 SV=2	23	23	1.000	17	6	17	6	17.000	6.000	 
509.0	1	sp|Q15517|CDSN_HUMAN	 	8.7	529	51522	Corneodesmosin OS=Homo sapiens OX=9606 GN=CDSN PE=1 SV=3	11	11	1.000	7	4	7	4	7.000	4.000	 
510.0	1	sp|Q15582|BGH3_HUMAN	 	21.7	683	74680	Transforming growth factor-beta-induced protein ig-h3 OS=Homo sapiens OX=9606 GN=TGFBI PE=1 SV=1	45	45	1.000	23	22	23	22	23.000	22.000	 
511.0	1	sp|Q15848|ADIPO_HUMAN	 	27.9	244	26413	Adiponectin OS=Homo sapiens OX=9606 GN=ADIPOQ PE=1 SV=1	34	34	1.000	14	20	14	20	14.000	20.000	 
512.0	1	sp|Q16270|IBP7_HUMAN	 	15.2	282	29130	Insulin-like growth factor-binding protein 7 OS=Homo sapiens OX=9606 GN=IGFBP7 PE=1 SV=1	5	5	1.000	4	1	4	1	4.000	1.000	 
513.0	1	sp|Q16610|ECM1_HUMAN	 	24.8	540	60673	Extracellular matrix protein 1 OS=Homo sapiens OX=9606 GN=ECM1 PE=1 SV=2	57	57	1.000	33	24	33	24	33.000	24.000	 
514.0	1	sp|Q16706|MA2A1_HUMAN	 	5.4	1144	131139	Alpha-mannosidase 2 OS=Homo sapiens OX=9606 GN=MAN2A1 PE=1 SV=2	13	13	1.000	5	8	5	8	5.000	8.000	 
515.0	1	sp|Q16853|AOC3_HUMAN	 	4.6	763	84621	Membrane primary amine oxidase OS=Homo sapiens OX=9606 GN=AOC3 PE=1 SV=3	10	10	1.000	6	4	6	4	6.000	4.000	 
516.0	1	sp|Q31612|1B73_HUMAN	 	11.8	363	40435	HLA class I histocompatibility antigen, B-73 alpha chain OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=1	6	3	0.500	3	3	2	1	2.500	1.667	sp|P01891|1A68_HUMAN, sp|P01893|HLAH_HUMAN, sp|Q31612|1B73_HUMAN
516.01	1	sp|Q95604|1C17_HUMAN	redundant	11.6	372	41238	HLA class I histocompatibility antigen, Cw-17 alpha chain OS=Homo sapiens OX=9606 GN=HLA-C PE=1 SV=1	6	3	0.500	3	3	2	1	2.500	1.667	sp|P01891|1A68_HUMAN, sp|P01893|HLAH_HUMAN, sp|Q31612|1B73_HUMAN
517.0	1	sp|Q4LDE5|SVEP1_HUMAN	 	0.5	3571	390166	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3	4	4	1.000	1	3	1	3	1.000	3.000	 
518.0	1	sp|Q5D862|FILA2_HUMAN	 	4.0	2391	248070	Filaggrin-2 OS=Homo sapiens OX=9606 GN=FLG2 PE=1 SV=1	26	26	1.000	15	11	15	11	15.000	11.000	 
519.0	1	sp|Q5T447|HECD3_HUMAN	 	2.0	861	97112	E3 ubiquitin-protein ligase HECTD3 OS=Homo sapiens OX=9606 GN=HECTD3 PE=1 SV=1	5	5	1.000	2	3	2	3	2.000	3.000	 
